plaintext,ciphertext,cipher_type,key,ciphertext_length,avg_char_freq,unique_chars
this is a secret message number 248,tscexrhi ermsene i aseksgub28f tam4,rail_fence,4,35,1.75,20
this is a secret message number 249,tsce rh iermsenqe i ase sgubv29s tam4,rail_fence,4,37,1.9473684210526316,19
this is a secret message number 250,JMMKz NW Q WWSWIL RIKIFK sSYERJV 250,vigenere,qfes,36,1.8,20
this is a secret message number 251,ALS ZSZ K WOJVOA WLWCHKO RETFOY2a51,vigenere,hek,35,1.6666666666666667,21
this is a secret message number 252,YIJX X B TgFHSFY NJTTFHF VORCFW 252,vigenere,fbb,35,1.8421052631578947,19
this is a secret message number 253,AOPk PZ H ZLJYLA TLZZHiNL UnTILY 253,caesar,7,36,1.894736842105263,19
this is a secret message number 254,t ac r b2hsi  ertmsaenme e5isseegur,rail_fence,3,35,2.1875,16
this is a secret message number 255,uLLD LD D WHtNVgHE PPWVLKH RXXFHC 255,vigenere,led,37,1.9473684210526316,19
this is a secret message number 256,QWTD UG A kPTNCZF JEHPPRP ZIJBTiO 2q56,vigenere,xpllvmoxap,38,1.4615384615384615,26
this is a secret message number 257,ti sasce esg ubr27hsi  ertmacsnme 5,rail_fence,2,35,2.0588235294117645,17
this is a secret message number 258,DRSC SC K COMBOD WOCCQO XEWLOB vs58,caesar,10,35,1.9444444444444444,18
this is a secret message number 259,CSZD JN H BPTCpUlZLKBLXP OPZIWA 25n,vigenere,jlrllbvnhs,35,1.4583333333333333,24
this is a secret message number 260,hscmauriaregm2teitsne0sseesb6,columnar,tfqx,29,1.8125,16
this is a secret message number 261,WKLV LzV D VHFUxHW PVHVDJH QXPEHU 261,caesar,3,37,1.9473684210526316,19
this is a secret message number 262,PDO EO W OAYNAP IAOOWC AJQIXwN 262,caesar,22,34,2.0,17
this is a secret message number 263,CODA RZ I BLXZYCHMMyHBM BHJYA 263,vigenere,jhviu,33,1.736842105263158,19
this is a secret message number 264,rsraeste2hesmiegrtse4icsbamn6,columnar,mfocier,29,1.9333333333333333,15
this is a secret message number 265,tq ac s b2hsi  ertmsaenme 6isseeguru,rail_fence,3,36,2.1176470588235294,17
this is a secret message number 266,wIJTj JT B TFDSFU NFTTBHF OVNmFS 266,caesar,1,36,2.0,18
this is a secret message number 267,tatgehsmerieesn2csu6irsm7seab,columnar,aeinuy,29,1.8125,16
this is a secret message number 268,UIJT JT B TFDSFUlNFTTBHF OVNCFSb2 68,caesar,1,36,1.894736842105263,19
this is a secret message number 269,TABMpCP U LXWSYQ GELLUHY DOMUXeL 69,vigenere,attubuxqu,35,1.5217391304347827,23
this is a secret message number 270,hscmaurtiesne0iaregm2sseseub7,columnar,kdyz,29,1.8125,16
this is a secret message number 271,ARSP SC H CBJBOQ WOoPZKQB XEIOB 271,vigenere,hkkx,35,1.6666666666666667,21
this is a secret message number 272,MOBH XJ H HVRIXAn BVHJTNX EJDULK 272,vigenere,thtprpr,36,1.7142857142857142,21
this is a secret message number 273,srsnrsemgb3iceeehaesu2isam7,columnar,akzbg,27,1.8,15
this is a secret message number 274,ta  2h  tmen 7isseghr4siersame csf,rail_fence,5,34,2.125,16
this is a secret message number 275,tsce rhi ermsene i wase sgob25stam7,rail_fence,4,35,1.9444444444444444,18
this is a secret message number 276,FPS KN M CEWTZe UOSMCBT VEMVGM 726,vigenere,mikaucvp,34,1.619047619047619,21
this is a secret message number 277,GDHH VO Pc FABGEG LTSFWrT AQLEE 277,vigenere,nwzpa,35,1.75,20
this is a secret message number 278,tsce wohi ermsene i ase sgub28js tam7,rail_fence,4,37,1.85,20
this is a secret message number 279,anmn7tsue9ste2iegricsbhesmsrae,columnar,hvswrib,30,1.875,16
this is a secret message number 280,iaregm2tietsne0hscmrursseesb8,columnar,bdas,29,1.8125,16
this is a secret message number 281,MABL BL T LXVKXM FLXxnLTZX GNFUXK 281,caesar,19,37,1.9473684210526316,19
this is a secret message number 282,aemteseirg2sreei8tn2hcarssbsmu,columnar,dvejmyax,30,2.0,15
this is a secret message number 283,FRGQ GQ Y QcAPCR KCQQYEC LSKCP 283,caesar,24,34,2.0,17
this is a secret message number 284,DJNC NC F UJMTJD ROUXKIJ PjWJDB2 84,vigenere,kcf,35,1.6666666666666667,21
this is a secret message number 285,TAW SVS A GHNBEA FSVDKGL GIPMtOR 285,vigenere,atodlkah,36,1.5,24
this is a secret message number 286,hste2tseu6amn8iegrhesicsbsrae,columnar,drxzgaf,29,1.8125,16
this is a secret message number 287,tsce rhi ermsene i ase sgaur27sdtam8,rail_fence,4,36,2.1176470588235294,17
this is a secret message number 288,HOTM E B GLoNLMQ CFFGHRY KGwCRF 288,vigenere,ohluixmqbn,35,1.75,20
this is a secret message number 289,OCDN DNu V NZXMZO HZNNVBZl IPHWZn 289,caesar,21,37,1.85,20
this is a secret message number 290,UGJW ROB  TIWAA LFWMJCy MVQVNN 290,vigenere,bzbeujwo,34,1.5454545454545454,22
this is a secret message number 291,tscerhi ermseen i ase sgub21s tham9,rail_fence,4,35,2.0588235294117645,17
this is a secret message number 292,FLQY BV O WMIHXW gQAWAGWX mIYFMX 292,vigenere,meigqtdio,36,1.894736842105263,19
this is a secret message number 293,GUVeF V N FPERG ZRFFNTR AHZORE 293,caesar,13,34,1.8888888888888888,18
this is a secret message number 294,KVE EJ W GATFAK IVGRUA BQDPAIc294,vigenere,row,33,1.5714285714285714,21
this is a secret message number 295,sseseb9iaregm2tietsne5hscpfur,columnar,nwie,29,1.6111111111111112,18
this is a secret message number 296,ti smscebesg ubr26hsi  ertmsmaenme 9,rail_fence,2,36,2.1176470588235294,17
this is a secret message number 297,IOBZ EM UH LVYIP uYUHHZ JOBVGG 297,vigenere,phthewupuc,34,1.7894736842105263,19
this is a secret message number 298,scsu9seabieen2hsmertatgeiofm8,columnar,uspdwh,29,1.6111111111111112,18
this is a secret message number 299,t ac s zb2hsi  ertmsaenm e9igsseegur9,rail_fence,3,37,2.176470588235294,17
this is a secret message number 300,WKLV LV D HFUHWP HVVDJH QXaEHU 300,caesar,3,34,2.0,17
this is a secret message number 301,NYPH ZZ UZT WILI DLHMRNT EBBVVY 31,vigenere,urhp,34,1.7894736842105263,19
this is a secret message number 302,RPET GA B QMYSWR vFKQICF LCICWP 320,vigenere,yiwbs,35,1.5909090909090908,22
this is a secret message number 303,KYHB KZ N DJLJGAZ VJRJG RHDSDA 303,vigenere,rrzjschen,34,2.0,17
this is a secret message number 304,IWXH XHk  PHTRGTI BTHHPVTC JBQTG 304,caesar,15,36,2.0,18
this is a secret message number 305,t ac s bahsi  ertmsaenzme 0isseeguo5,rail_fence,3,36,2.0,18
this is a secret message number 306,SVMA XF  KYGGRDAWMWPTO BMGFTE 306,vigenere,zosuepnk,33,1.5714285714285714,21
this is a secret message number 307,IWXH XH P HTRGl IBTHHPdT CJBQTG 307,caesar,15,35,1.9444444444444444,18
this is a secret message number 308,RFWUL G Y GGGUSY KuUWDUJ LIOFHF 3w8,vigenere,yyocedof,35,1.8421052631578947,19
this is a secret message number 309,QMMT AF U XIfDHgWG GBXmWBWW WOJGIS 309,vigenere,xfebqsnju,38,1.6521739130434783,23
this is a secret message number 310,t ac p b3hsi  ertmsaene 1isseeguf0,rail_fence,3,34,1.7894736842105263,19
this is a secret message number 311,ta  3h  tmen1isseegur1siersae csb,rail_fence,5,33,2.0625,16
this is a secret message number 312,PDEO EO W OANfP IAOOWC JQIXAN 312,caesar,22,33,1.9411764705882353,17
this is a secret message number 313,BPQA QA I AMqKZMB UMAAIOMj VCUJMZ 31c3,caesar,8,38,2.0,19
this is a secret message number 314,EJJI NX D UFSQJY PPUTQF JDXXDFH d134,vigenere,lcbqzffqd,36,1.894736842105263,19
this is a secret message number 315,t acds b3hsi  brtmsaenmem 1isseegur5,rail_fence,3,36,2.0,18
this is a secret message number 316,t wcs b3hsi  ertmsaenme 1sseegur6,rail_fence,3,33,1.8333333333333333,18
this is a secret message number 317,KYZJ JZ R JVTIVK DVqJRXV LDSVI 317,caesar,17,34,2.0,17
this is a secret message number 318,hcartesesee1smunirg3aemtn8ssb,columnar,ednkslox,29,1.8125,16
this is a secret message number 319,tietsvne9seseb1iaregm3hscmaur,columnar,cvtf,29,1.7058823529411764,17
this is a secret message number 320,ste3an2tesmtseu0sraeicsbiegr,columnar,jivqzcd,28,1.8666666666666667,15
this is a secret message number 321,rsaeiegricsbtseu1ste3abmn2hesm,columnar,lwkchpr,30,1.875,16
this is a secret message number 322,WKLV LV D ViFUHW PHVVDJH QEXHU 322,caesar,3,34,2.0,17
this is a secret message number 323,UXWD TF QDXNEFJ XXDFBWS GFZCU e23,vigenere,bqoltln,33,1.736842105263158,19
this is a secret message number 324,irsm4seabhsmerscsu2fatgerieen3,columnar,wqyubl,30,1.7647058823529411,17
this is a secret message number 325,FaZtB AP M PNOJBC EBBESDN FRVNWx 325,vigenere,msxj,36,1.565217391304348,23
this is a secret message number 326,IMUW XXE HJOVVI YIJFSIC ZYFVG 326,vigenere,pfmer,33,1.65,20
this is a secret message number 327,tietsne7sseseb2hscmauribareg3,columnar,ftwn,29,1.8125,16
this is a secret message number 328,BPQ AQa I AMKZfMB UMAAIOM VCUJMZ 328,caesar,8,36,1.894736842105263,19
this is a secret message number 329,IWtX RH M HOHZNI YTHCFONC GBQlOW 329,vigenere,ppkfijppm,36,1.6363636363636365,22
this is a secret message number 330,teac s bb3hsi  ertmsaebme 3isseegur0,rail_fence,3,36,2.4,15
this is a secret message number 331,semgb1iceeetsrsnrhaeau3ista3,columnar,rvwpq,28,1.8666666666666667,15
this is a secret message number 332,TICS IS Uq YECSYT METMAMEcOOMHER 33b2,vigenere,abuaga,37,2.0555555555555554,18
this is a secret message number 333,PDO EO W OAYNAP IAOOWCA nJQIXN 333,caesar,22,34,2.125,16
this is a secret message number 334,YMNX NXF  XJHWJ RJXXFLJ SZRGJW 33e,caesar,5,34,2.125,16
this is a secret message number 335,semgb5tsrsfriceeeheasu3istam3,columnar,oyzev,29,1.9333333333333333,15
this is a secret message number 336,ta  3h  tmen 3asiseegur6siersamhe csb,rail_fence,5,37,2.3125,16
this is a secret message number 337,tietsne7hscmaursseseb3iagrm3,columnar,jmyr,28,1.8666666666666667,15
this is a secret message number 338,BLCM vRF L AIWLOC RPEAEY WHRMQZ 383,vigenere,ieuukjnflm,35,1.75,20
this is a secret message number 339,PDEO EO W OAuNAP IAOOCAW JQIXAN 339,caesar,22,35,2.1875,16
this is a secret message number 340,tsrsrniceeesemgb0haesua3istam4,columnar,bswhe,30,1.875,16
this is a secret message number 341,YGSz HC FyCDHQOS LORXZQDp MELGDB 341,vigenere,fzkz,36,1.565217391304348,23
this is a secret message number 342,BBEZ SZ M AYYYPD MQVUALC XMNHZ 342,vigenere,iuwhlkhamd,34,1.619047619047619,21
this is a secret message number 343,VMCO aNM C MAEWYP RYOUFA SOIDJL q343,vigenere,cfuw,36,1.565217391304348,23
this is a secret message number 344,icsbiegrste3tsep4amn4eraehesm,columnar,pyduikq,29,1.9333333333333333,15
this is a secret message number 345,ta  3  tmen 4iseegur5sikersame csb,rail_fence,5,34,2.0,17
this is a secret message number 346,GIVU zIjN FGMIUJN RUCRWU OHOLVH 346,vigenere,nbnckrqq,35,1.75,20
this is a secret message number 347,YxPX PX H VLHULYvTJVZFJL QBRnLW 347,vigenere,fdh,35,1.5909090909090908,22
this is a secret message number 348,SGHR  HRZlRDBQDS LDRRZFD MTLADQ 348,caesar,25,35,1.9444444444444444,18
this is a secret message number 349,IBX JM Q XUDLTJ RUTMPWX DVQGUK 39,vigenere,pqtfqbu,33,1.736842105263158,19
this is a secret message number 350,ILGZ IF E ZZCbTX TZSFPKC IUZIP 35,vigenere,peyhvan,33,1.9411764705882353,17
this is a secret message number 351,tsursnristam5haesu3iceesemgb1,columnar,bolwu,29,1.8125,16
this is a secret message number 352,QEFP FP X PBxOBQ JPPXDB KJYBO 352,caesar,23,33,2.0625,16
this is a secret message number 353,tsrsnrisidam5iceeehaesu3semgb3,columnar,eqgrl,30,1.875,16
this is a secret message number 354,YMzNXN X F XJHbJY RJXXFLJ SZRGJW 354,caesar,5,36,1.894736842105263,19
this is a secret message number 355,FTUEU E M EQODQF YQEEMkSQ ZGYNQD 35g5,caesar,12,37,2.0555555555555554,18
this is a secret message number 356,vsemgb6istam5iceeetsrsnrhaeeu3,columnar,yzdce,30,1.7647058823529411,17
this is a secret message number 357,tatgeirsm7hsmeireen3seabscsu5,columnar,eouzfy,29,1.8125,16
this is a secret message number 358,ieen3irsm8scsu5hsmerseattage,columnar,ymcids,28,1.8666666666666667,15
this is a secret message number 359,t ac s 3hsi ertmsenme 5isseegur9,rail_fence,3,32,2.0,16
this is a secret message number 360,tscea rhicermsene i ade sgub30s tam6,rail_fence,4,36,2.0,18
this is a secret message number 361,tsce rhri ermsene i sen sgub31s tam6,rail_fence,4,36,2.1176470588235294,17
this is a secret message number 362,istam6iieeesemgby2tsrsnrhaesu3,columnar,tvhni,30,1.875,16
this is a secret message number 363,NBCMC MU MYWLYN GYMMUAY HOGVYL 36f3,caesar,20,35,2.0588235294117645,17
this is a secret message number 364,YNHB NY J XKlBASY LNGXGsFN SAKSW 364,vigenere,fgzjo,36,1.894736842105263,19
this is a secret message number 365,ta  3h  tmien 6isseeurj5siersame csb,rail_fence,5,36,2.1176470588235294,17
this is a secret message number 366,XSQO IW K XEGAxP MIBCWE WEIGEV 366,vigenere,ejkwfa,34,1.7894736842105263,19
this is a secret message number 367,iaregm3hscmaurtietsnebseseb6,columnar,vqiz,28,1.8666666666666667,15
this is a secret message number 368,irsm8ieen3tatgesseabsacsu6hsmer,columnar,mzgsdo,31,1.9375,16
this is a secret message number 369,VJKUK U C UGETV OiGUUCIG PWODGT 369,caesar,2,35,1.9444444444444444,18
this is a secret message number 370,tt ac s b3hsi  ertmsaenme 7isseegmur0,rail_fence,3,37,2.176470588235294,17
this is a secret message number 371,NcEL AJ X LRUIYQ FdKJUDA AMVBN 371,vigenere,uxwtnsr,34,1.4782608695652173,23
this is a secret message number 372,haesu3ieceetsrsnrsemg2istam7,columnar,ocvph,28,1.8666666666666667,15
this is a secret message number 373,itn3ssbirg3hcarcemteseese7smu,columnar,nigpaqjc,29,1.9333333333333333,15
this is a secret message number 374,iaregm3sbseseb7hscmaurtietsner,columnar,tpfh,30,2.0,15
this is a secret message number 375,BPhA QA I eAMKZMB UMAAIOM VCUJMZ a375,caesar,8,37,1.85,20
this is a secret message number 376,LZAK AK S nKWUJW LEWKKSYW FMETWJ 3x76,caesar,18,37,1.9473684210526316,19
this is a secret message number 377,ta  3h  tme 7isseegur7siersamc csb,rail_fence,5,34,2.2666666666666666,15
this is a secret message number 378,KWP HE J GBLQQG PPBZSRQIJKDD 378,vigenere,jdoxjzmn,32,1.6842105263157894,19
this is a secret message number 379,icsbsraeste3amniegrwseu9hesm,columnar,psbcnij,28,1.75,16
this is a secret message number 380,HVWG Wo GO GSQFSH ASGGOUS BIAPSF 80,caesar,14,35,2.0588235294117645,17
this is a secret message number 381,tietsne1hscmaeiaregm3sseseb8,columnar,dqvy,28,1.8666666666666667,15
this is a secret message number 382,t ac  b3hsu  ertmsaenme 8isseejur2,rail_fence,3,34,2.0,17
this is a secret message number 383,t ac s bd3hki  ertmsaenm e8isseegur3,rail_fence,3,36,2.0,18
this is a secret message number 384,ta  3hn  tmen 8isseegur4siresame csc,rail_fence,5,36,2.25,16
this is a secret message number 385,SUHR R Z cFDBpDS LDFRZTD ATLODQ 385,vigenere,znz,35,1.8421052631578947,19
this is a secret message number 386,t a 3h a tmen 8isseeugr6siersame csb,rail_fence,5,36,2.1176470588235294,17
this is a secret message number 387,ta  3h  tmek 8isseegru7siersame csb,rail_fence,5,35,2.0588235294117645,17
this is a secret message number 388,t ac s b3hsi  ebtsaenm e8isseegur8,rail_fence,3,34,2.125,16
this is a secret message number 389,iegrtsezu9icsbste3amn8sraeesm,columnar,iwmvgnq,29,1.8125,16
this is a secret message number 390,ta c s b3hsi  ertsmaenme 9isseeghr0,rail_fence,3,35,2.1875,16
this is a secret message number 391,sraesteamn9hesmtseuj1iegricsb,columnar,qkvbtdf,29,1.8125,16
this is a secret message number 392,NPZH RBW  MMTGTC LAEMIX TWDXQL 392,vigenere,uirppjjzwm,34,1.5454545454545454,22
this is a secret message number 393,ta r3h tmen 9iasseegur3siersame csb,rail_fence,5,35,2.1875,16
this is a secret message number 394,tatgescsu9geabirsm4hsmerieen3,columnar,dtunsp,29,1.8125,16
this is a secret message number 395,ta  3h  emen 9isseegursiersame csb,rail_fence,5,34,2.125,16
this is a secret message number 396,tatgescsu9irsm6qeenb3seabhsmer,columnar,armjkq,30,1.7647058823529411,17
this is a secret message number 397,tsc erhie rmsene i ase sgub37 stam9,rail_fence,4,35,2.0588235294117645,17
this is a secret message number 398,t ac s b3hsi  ertmsaenme 9icsdeeur8,rail_fence,3,35,2.0588235294117645,17
this is a secret message number 399,resesmuhcarssbaemirg3see9iztn9,columnar,ciortdmk,30,1.875,16
this is a secret message number 400,LZAK AK S KWUJWL EWKKSYuFMETgWJ 400,caesar,18,35,1.9444444444444444,18
this is a secret message number 401,KYZJ ZJ RkJVTIVK DVJJRXV ELDSVv 401,caesar,17,35,1.8421052631578947,19
this is a secret message number 402,amni0egrhessmraeste4tseu2icsb,columnar,whxkfrd,29,1.8125,16
this is a secret message number 403,JXYI YI Q IUSkUJ CUIIQWU DKiCiRUH 403,caesar,16,37,1.9473684210526316,19
this is a secret message number 404,tietsne4ssesebi0aregm4hsmaur,columnar,czmk,28,2.0,14
this is a secret message number 405,ti pasce esg br45hsi  ertmsaenme 0,rail_fence,2,34,2.0,17
this is a secret message number 406,OCDN DN V uNZXMZO HZNNVBZ IPHxWM 406,caesar,21,36,1.894736842105263,19
this is a secret message number 407,VUWT GY N TXAXGG NXQYCTv GSSDRjF407,vigenere,cnobtyg,35,1.6666666666666667,21
this is a secret message number 408,ti sasce esgu b4r8hsi  ertmsaenmne 0,rail_fence,2,36,2.1176470588235294,17
this is a secret message number 409,sraehesmamn0icstbseuu9iegrste4,columnar,sgrcwyl,30,1.875,16
this is a secret message number 410,istam1tsrsnyiceeensemgb0haesu4,columnar,fuaqi,30,1.7647058823529411,17
this is a secret message number 411,istam1semgb1iceetsrsnirhaesu4,columnar,uvhjm,29,1.9333333333333333,15
this is a secret message number 412,istaym1semgb2iceeehqaesu4tsrsnr,columnar,zrhmo,31,1.7222222222222223,18
this is a secret message number 413,ste4amn1sraeteu3segricsbhesm,columnar,nytmsjl,28,1.75,16
this is a secret message number 414,cta 4h  tmen 1isseegur4siersame csb,rail_fence,5,35,2.1875,16
this is a secret message number 415,LZAK AK S sKWUJWL oEWnKSYW FMETWJ 415,caesar,18,37,1.85,20
this is a secret message number 416,PDO EO W OAYNAeP IOOWCA JQIXAN 416,caesar,22,34,1.8888888888888888,18
this is a secret message number 417,LEZK ZK R PVqOVLD WPJSDV KLEYVyJ 417,vigenere,sxr,36,1.894736842105263,19
this is a secret message number 418,see1irg4smuhiarteseitn8sbsaem,columnar,ojbarexs,29,1.9333333333333333,15
this is a secret message number 419,KPHK ZS S JEJJLK TWZJANW ETUhTLI 419,vigenere,rahsh,36,1.894736842105263,19
this is a secret message number 420,RFGQ GQ YyQCAPC KCQQYEC LSKZC P420,caesar,24,34,1.8888888888888888,18
this is a secret message number 421,t ac s b4hsi  brtmsaenme2 isseegur1,rail_fence,3,35,2.0588235294117645,17
this is a secret message number 422,QHY QB U BDIBMC GXBRGQM LODFX 422,vigenere,tjzgkijyu,33,1.8333333333333333,18
this is a secret message number 423,LZAK AK S KWUJWL WEKKSYW FEMTWJ f423,caesar,18,36,2.0,18
this is a secret message number 424,DRSC SC KyOMBOD WOCCKQO XEWLOB 442,caesar,10,34,2.0,17
this is a secret message number 425,aemseertesesbitn5irg4hcarsmu,columnar,mwvluxfr,28,1.8666666666666667,15
this is a secret message number 426,VJKU KU  CUETGV OGUUCGI PWODGT 426,caesar,2,34,2.0,17
this is a secret message number 427,HPXJ YZcO ZVQHLKC LJGQNV DBDPUY 427,vigenere,oqhr,35,1.5909090909090908,22
this is a secret message number 428,spemgb8haesu4iceetsrsnristam2,columnar,skubp,29,1.7058823529411764,17
this is a secret message number 429,ta  4h  tm en2isseegur9siersam csb,rail_fence,5,34,2.0,17
this is a secret message number 430,AqPZ PZ H ZLJYLA TLZZLHN UBTILY 430,caesar,7,35,2.0588235294117645,17
this is a secret message number 431,UIJ TJT B TFDSFU NFTTBHF OVNCFS h431,caesar,1,36,2.0,18
this is a secret message number 432,ti sasce es ubr42hsi  ertmsame 3,rail_fence,2,32,2.1333333333333333,15
this is a secret message number 433,hscamuriaregm4tietsne3sseseqb3,columnar,xjwz,30,1.875,16
this is a secret message number 434,HSKY BK O lKNKWV XGYDTYG YWSMXJ4 3,vigenere,olcgltsc,34,1.7894736842105263,19
this is a secret message number 435,UJT JT B TFDSFU NFTTBHF sVCNFS 435,caesar,1,34,2.125,16
